"","ProductTypeAccessories","ProductTypeDisplay","ProductTypeExtendedWarranty","ProductTypeGameConsole","ProductTypeLaptop","ProductTypeNetbook","ProductTypePC","ProductTypePrinter","ProductTypePrinterSupplies","ProductTypeSmartphone","ProductTypeSoftware","ProductTypeTablet","ProductNum","Price","x4StarReviews","x2StarReviews","PositiveServiceReview","NegativeServiceReview","Recommendproduct","ShippingWeight","ProductDepth","ProductWidth","ProductHeight","ProfitMargin","Volume"
"29",0,0,0,0,0,0,0,0,1,0,0,0,129,-0.483372336838317,0,1,1,1,0.1,0.0415500227390138,-0.412965950318705,-1.14737847603168,-0.908514911621711,1.67970065730637,0
"30",0,0,0,0,0,0,0,0,1,0,0,0,130,-0.649256198875344,2,0,1,0,0.9,-0.569987403924216,-0.318493574723708,-0.912590707563754,-0.226253219217702,1.25010969635845,24
"31",0,0,0,0,0,0,0,0,1,0,0,0,131,-0.600842730175029,0,0,1,0,1,-0.569987403924216,-0.278414385077346,-0.721825645683568,0.00600608032408841,1.25010969635845,20
"32",0,0,1,0,0,0,0,0,0,0,0,0,132,-0.492589742983815,1,1,0,3,0.4,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,0
"33",0,0,1,0,0,0,0,0,0,0,0,0,133,-0.469030877436217,0,0,0,1,0.6,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,20
"34",0,0,1,0,0,0,0,0,0,0,0,0,134,-0.360071124278574,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"35",0,0,1,0,0,0,0,0,0,0,0,0,135,-0.345346833311325,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"36",0,0,1,0,0,0,0,0,0,0,0,0,136,-0.330622542344076,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"37",0,0,1,0,0,0,0,0,0,0,0,0,137,-0.28055995305543,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"38",0,0,1,0,0,0,0,0,0,0,0,0,138,-0.227552505573333,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"39",0,0,1,0,0,0,0,0,0,0,0,0,139,-0.198103923638835,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"40",0,0,1,0,0,0,0,0,0,0,0,0,140,-0.170068873637193,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"41",0,0,1,0,0,0,0,0,0,0,0,0,141,0.302551417829564,27,3,280,8,0.9,-0.622592773959763,-0.412965950318705,-1.14737847603168,-0.908514911621711,2.10929161825429,1232
"42",0,0,0,0,0,0,1,0,0,0,0,0,142,1.06821454812651,7,0,5,3,0.6,1.27777621857436,0.186790494746501,0.0955292732953859,2.09779139682234,-0.554172339622818,84
"43",0,0,0,0,1,0,0,0,0,0,0,0,143,1.54118822257648,14,5,6,2,0.7,-0.402965354061355,-0.0488178843888994,0.15862848607114,-0.805449847450042,-0.0386631864853129,88
"44",1,0,0,0,0,0,0,0,0,0,0,0,144,-0.716811245833082,29,4,12,3,0.8,-0.569987403924216,-0.226883998389166,-0.531060583803381,-0.690771818301283,-0.897845108381154,368
"45",1,0,0,0,0,0,0,0,0,0,0,0,145,-0.707534942523716,31,5,50,1,0.9,-0.569987403924216,2.67885725097209,-1.07400729838545,-0.835933880514902,-0.897845108381154,1536
"46",1,0,0,0,0,0,0,0,0,0,0,0,146,-0.551457458270876,59,26,60,5,0.8,-0.477928006362009,-0.186804808742804,-0.941939178622245,1.86408047665841,-0.897845108381154,1464
"47",1,0,0,0,0,0,0,0,0,0,0,0,147,-0.61427128353716,83,38,15,4,0.7,-0.609441431450876,-0.309905176942345,-0.193553166630743,0.368911235858136,-0.897845108381154,836
"48",1,0,0,0,0,0,0,0,0,0,0,0,148,-0.696462275716344,261,104,120,15,0.7,-0.537109047651999,-0.0837440353664436,1.78746862981735,0.136651936316346,-0.897845108381154,2140
"49",1,0,0,0,0,0,0,0,0,0,0,0,149,-0.354269753637478,2,2,5,1,0.6,-0.438473978835349,-0.244060793951892,-0.883242236505264,0.0640709052095361,-0.897845108381154,52
"50",1,0,0,0,0,0,0,0,0,0,0,0,150,-0.580906040205374,431,154,536,22,0.8,-0.609441431450876,-0.212570002086894,-0.487037877215646,-0.734320436965368,-0.897845108381154,11204
"51",1,0,0,0,0,0,0,0,0,0,0,0,151,-0.422295977906168,0,0,1,0,0.9,-0.109690416113183,-0.275551585816891,-0.95661341415149,-0.21173701299634,-0.897845108381154,12
"52",1,0,0,0,0,0,0,0,0,0,0,0,152,-0.572866577337256,33,7,6,1,0.8,-0.372717266290916,-0.224021199128711,-0.340295521923195,-0.153672188110892,-0.897845108381154,204
"53",1,0,0,0,0,0,0,0,0,0,0,0,153,-0.669251786008868,38,6,80,2,0.9,-0.537109047651999,8.17543183104463,-1.07400729838545,-0.835933880514902,-0.897845108381154,1896
"54",1,0,0,0,0,0,0,0,0,0,0,0,154,-0.680295004234305,54,2,7,3,0.9,-0.599577924569211,-0.241197994691438,-0.707151410154323,0.281813998529964,-0.897845108381154,432
"55",1,0,0,0,0,0,0,0,0,0,0,0,155,-0.524924285947894,37,7,13,1,0.9,-0.385868608799803,0.0164539387494619,0.290696605834346,1.83504806421569,-0.897845108381154,904
"56",0,1,0,0,0,0,0,0,0,0,0,0,156,0.331999999764062,27,4,7,3,0.9,-0.175447128657616,-0.149588418356896,0.496135903243778,-0.44399631253813,0.390927774462608,360
"57",0,1,0,0,0,0,0,0,0,0,0,0,157,3.03119812271628,33,13,12,4,0.9,0.876660272053317,0.0307679350517341,1.44996121264471,-0.0810911570040829,0.820518735410528,656
"58",0,1,0,0,0,0,0,0,0,0,0,0,158,1.58059042520484,13,5,4,5,0.6,1.00817369714218,0.422971433733993,0.305370841363591,2.43021251929152,0.0472550057042713,104
"59",0,1,0,0,0,0,0,0,0,0,0,0,159,-0.286420220860395,10,1,4,2,0.8,0.0218230089756838,0.159593901772184,1.09777955994283,0.0205222865454504,0.133173197893856,84
"60",0,0,0,0,0,0,0,1,0,0,0,0,160,-0.345317384729391,25,6,4,2,0.9,1.4816220274621,0.036493533572643,1.1858249731183,0.891494659827164,-0.468254147433233,296
"61",0,0,0,0,0,0,0,1,0,0,0,0,161,-0.349734672019565,33,3,5,2,0.9,0.856933258289987,0.036493533572643,1.1858249731183,0.63020294784265,-0.296417763054065,232
"62",0,0,0,0,0,0,0,1,0,0,0,0,162,-0.310096880735731,0,0,0,1,0.5,1.00817369714218,0.145279905469912,1.49398391923245,1.12375395936895,-0.124581378674897,16
"63",0,0,0,0,0,0,0,1,0,0,0,0,163,-0.286420220860395,3,2,0,0,0.7,1.66574082258652,-0.120960425752351,1.1975643615417,1.20359309358644,0.219091390083439,32
"64",0,0,0,0,0,0,0,1,0,0,0,0,164,-0.239302489765198,0,1,1,1,0.5,1.40271397240878,0.219712686241727,1.58202933240792,1.05117292826214,0.219091390083439,8
"65",0,0,0,0,0,0,0,1,0,0,0,0,165,-0.229672803472617,13,6,4,7,0.5,1.46847068495322,0.0193167380099163,0.569507080890003,1.93666150776522,0.0472550057042713,80
"66",0,0,0,0,0,0,0,1,0,0,0,0,166,-0.338338070810915,1,0,0,0,0.8,1.35010860237324,0.185359095116274,1.91953674958056,1.21085119669713,0.390927774462608,0
"67",0,0,0,0,0,0,0,1,0,0,0,0,167,-0.286420220860395,89,22,42,50,0.7,0.219093146608984,-0.161039615398714,0.862991791474906,0.194716761201793,-0.0386631864853129,824
"68",0,0,0,0,0,0,0,1,0,0,0,0,168,0.43509948511674,0,0,3,0,0.8,3.50692877383065,0.0994751173026407,1.1858249731183,0.93504327849125,-0.554172339622818,32
"69",0,0,0,0,0,0,0,1,0,0,0,0,169,0.408477967047953,43,11,8,13,0.7,1.92876767276425,0.188221894376729,1.11245379547207,1.68988600200207,-0.382335955243649,396
"70",0,0,0,0,0,1,0,0,0,0,0,0,177,0.390897163633058,0,1,0,1,0.3,-0.438473978835349,-0.199973685340894,0.38314428966859,-0.76044960816382,-0.468254147433233,4
"71",0,0,0,0,0,0,0,0,0,0,0,1,185,0.741364737235518,66,20,12,6,0.8,-0.491079348870896,-0.209707202826439,0.378742019009817,-0.864966292957625,-0.210499570864481,592
"72",0,0,0,0,0,0,0,0,0,1,0,0,190,-0.14209272079942,1,2,1,1,0.5,-0.563411732669773,-0.284139983598255,-0.780522587800548,-0.835933880514902,-0.468254147433233,16
"73",0,0,0,1,0,0,0,0,0,0,0,0,198,-0.348232794340906,296,56,56,13,0.9,-0.159007950521508,-0.169628013180077,-0.266924344276969,-0.654481302747878,0.219091390083439,7036
"74",0,0,0,0,0,0,0,0,0,0,0,1,188,0.741364737235518,51,12,14,2,0.8,-0.504230691379783,-0.123823225012806,-0.134856224513763,-0.853353327980536,0.390927774462608,344
"75",0,0,0,0,0,0,0,0,0,0,0,1,189,0.505776081759535,1,0,0,0,0.9,-0.491079348870896,-0.212570002086894,0.349393547951326,-0.850450086736263,0.219091390083439,12
"76",0,0,0,0,0,0,0,0,0,1,0,0,191,-0.13914786260597,25,11,9,3,0.8,-0.576563075178659,-0.33280757102598,-0.35496975745244,-0.864966292957625,-0.124581378674897,248
"77",0,0,0,0,0,0,0,0,0,1,0,0,192,-0.4365785401444,17,2,5,4,0.7,-0.589714417687546,-0.33280757102598,-0.369643992981685,-0.850450086736263,0.133173197893856,72
"78",0,0,0,0,0,1,0,0,0,0,0,0,182,0.302551417829564,10,2,3,3,0.3,-0.306960553746483,-0.196252046302303,0.389013983880288,-0.700933162656236,-0.296417763054065,88
"79",0,0,0,0,0,0,0,0,0,1,0,0,197,0.741364737235518,28,10,22,3,0.9,-0.576563075178659,-0.335670370286435,-0.41366669956942,-0.850450086736263,-0.468254147433233,1472
"80",0,0,0,1,0,0,0,0,0,0,0,0,200,0.155308508157075,87,14,29,14,0.9,0.0836343187674511,-0.0694300390641714,0.540158609831513,0.143910039427026,-0.296417763054065,1684
