ReceiptID,juices,paper_goods,frozen_foods,snack_foods,canned goods,beer_wine_spirits,dairy,breads,produce,desserts,meats
1565448,0,0,0,0,0,0,1,0,0,0,0
3054658,0,0,0,1,0,0,0,1,0,0,0
1975269,0,1,1,0,0,1,0,0,1,0,0
907935,0,0,1,0,0,0,0,0,0,1,0
1601578,1,0,0,0,0,0,0,0,0,0,1
2527680,0,0,1,0,0,0,0,0,0,0,0
1940823,0,0,0,0,0,0,0,0,1,0,1
2341928,0,0,0,0,0,0,1,0,0,0,1
2947045,0,0,0,0,0,0,0,1,0,0,0
995454,0,1,1,1,0,1,0,0,0,0,1
642921,0,0,0,1,0,0,0,0,0,0,0
1092294,0,0,1,1,0,1,0,0,0,1,0
2651752,0,0,1,1,0,1,0,0,0,0,0
1924819,0,1,0,0,0,1,1,1,0,1,0
1339890,0,0,1,0,1,1,1,0,0,1,0
2441668,0,0,0,1,0,0,0,0,0,0,0
450047,0,0,1,1,0,0,0,0,0,0,0
70933,0,0,0,1,0,0,0,0,0,0,0
3004845,0,1,0,0,1,0,0,0,0,0,0
2578791,0,1,0,0,0,0,0,0,1,1,0
1132348,1,0,0,0,0,1,0,1,0,0,0
2897050,0,0,0,0,0,0,0,0,1,0,1
1785783,1,0,1,1,0,1,0,0,1,1,0
2435469,0,0,0,1,0,0,0,0,0,1,0
1456153,0,0,0,0,0,0,0,1,0,1,0
2842433,1,0,0,1,0,0,0,0,0,1,0
2420439,0,0,0,1,0,0,0,0,0,0,1
3109563,0,0,1,0,0,0,0,0,0,0,0
1498804,0,0,0,0,0,1,1,0,1,1,1
1196757,0,1,0,0,0,0,0,0,0,1,0
1776978,0,0,1,0,0,0,0,0,0,0,0
1661918,0,0,1,0,0,1,0,0,0,0,1
1860920,0,0,0,0,0,0,1,0,0,0,1
2944963,0,0,1,0,0,0,0,0,0,0,1
1053362,1,0,0,1,0,0,0,0,0,0,0
1711380,1,1,1,1,0,1,1,1,0,0,0
2052492,0,1,1,1,0,1,0,0,0,0,1
1582344,0,0,0,0,0,0,0,0,1,1,1
1801318,0,0,0,0,0,0,0,0,1,0,1
313822,0,1,0,1,0,1,0,0,0,0,0
390331,0,1,0,0,0,0,1,0,1,1,0
869753,0,0,0,1,0,1,0,0,0,0,0
2629833,0,0,1,0,0,0,0,0,1,0,0
1300482,0,1,1,1,0,1,0,0,0,0,0
328282,1,1,0,0,0,1,0,0,0,0,0
2627902,0,1,0,0,0,0,0,0,1,1,1
2834552,0,0,1,1,0,1,0,0,0,0,1
2156843,0,0,0,0,0,0,0,0,1,0,0
135532,0,0,0,1,0,0,0,1,0,1,0
1884010,0,0,1,0,0,0,0,0,0,0,0
3142037,1,0,0,0,1,0,0,0,1,0,0
1955851,0,1,0,1,0,0,0,0,1,1,1
3143290,0,0,0,0,0,0,0,0,1,0,0
2191693,0,1,1,1,0,1,0,0,1,0,0
394099,1,1,0,0,0,1,0,0,0,0,0
1915470,0,0,1,0,0,0,0,0,0,0,0
2346900,0,0,1,1,0,1,0,0,1,1,1
2898648,0,1,0,0,0,0,0,0,0,1,0
92123,1,1,0,0,0,0,0,0,0,1,0
853276,1,0,0,0,0,1,0,0,1,0,1
952679,0,1,1,0,0,1,0,0,0,0,0
2284232,0,0,1,1,0,1,0,0,0,0,1
1963813,1,0,0,1,1,0,1,0,1,0,1
1708750,0,0,0,0,0,1,0,0,0,1,1
2451329,0,0,0,1,1,1,0,1,1,1,0
598264,0,1,0,0,0,1,0,1,0,1,0
1829020,0,0,1,1,0,1,0,0,0,0,0
2967392,0,1,0,0,0,0,0,1,0,1,0
3021467,0,0,0,0,0,0,0,0,0,1,0
942140,0,0,0,0,0,0,0,1,0,0,0
2400192,0,1,1,1,0,1,0,0,1,0,1
2413639,0,1,0,1,0,0,1,0,0,1,1
567950,1,1,0,1,0,0,0,0,0,0,0
1729657,0,1,0,1,0,0,0,0,0,1,0
3158897,1,1,0,0,0,0,1,0,0,1,0
355578,0,0,1,1,0,1,0,0,0,1,0
193628,0,0,0,0,0,1,0,0,0,0,0
857044,0,1,1,0,0,0,0,1,0,0,0
79596,1,0,0,0,0,0,0,1,1,0,1
1467934,1,0,1,1,0,1,0,0,1,0,0
2248288,0,0,0,0,0,1,0,0,1,0,0
1875762,0,1,1,1,0,1,0,0,0,0,1
2927623,0,0,0,0,0,1,0,0,0,0,1
2236572,0,0,0,0,0,1,0,0,1,0,1
1495938,0,1,1,0,0,0,0,0,1,1,0
203364,0,1,0,0,0,1,0,0,0,0,0
2618978,1,0,0,0,0,0,0,0,0,1,0
1558065,0,0,0,0,0,0,0,1,1,1,1
1599332,1,0,1,1,0,1,0,1,0,1,0
2352525,0,0,0,0,0,0,1,0,1,0,1
1731934,0,1,0,0,0,0,0,0,0,1,1
2666186,0,0,1,1,0,1,0,0,1,0,0
1005915,0,0,0,0,0,0,0,0,1,0,0
2988337,0,0,0,0,0,1,0,0,0,1,0
3184723,1,1,1,0,0,1,1,0,0,0,0
1526667,0,1,0,0,0,0,0,0,1,1,0
1301366,0,1,1,1,0,0,1,0,0,1,0
943794,0,1,0,0,0,0,1,0,1,1,1
2142980,0,0,0,0,0,0,1,0,0,0,0
3177987,0,1,0,0,0,0,0,0,0,0,1
1800308,0,1,1,1,0,1,0,0,0,0,1
494061,0,1,0,1,0,0,0,0,0,1,1
2469862,0,1,0,0,0,0,0,0,0,1,0
811147,0,0,0,1,0,0,0,0,0,0,0
2499950,0,0,1,0,0,0,1,1,1,0,1
2959742,0,0,0,0,0,0,0,0,0,0,1
2972636,0,1,0,0,0,0,0,0,0,1,0
1016965,0,0,0,0,0,0,1,0,0,0,1
2274094,1,1,0,0,0,1,0,1,1,1,1
784634,0,0,1,1,0,1,0,0,0,1,1
947024,0,0,0,0,0,0,0,1,1,0,0
1598224,0,0,0,0,0,0,1,0,0,0,0
432725,0,0,1,1,0,1,0,0,1,0,1
239965,0,0,1,0,0,0,0,0,0,0,0
828584,1,1,0,0,0,1,0,0,0,0,0
452282,1,1,0,0,0,0,0,1,0,0,1
1045822,1,1,0,0,0,0,0,1,0,0,0
1208369,0,0,0,0,0,0,0,0,1,0,0
2609441,0,1,1,0,0,0,0,0,1,1,0
2681270,0,0,0,0,0,0,0,0,0,0,1
2785818,0,1,1,1,0,1,1,1,1,0,0
343852,1,0,0,1,0,0,0,1,0,0,0
2839502,0,1,0,0,0,0,0,0,1,0,0
2996915,0,1,0,0,0,0,0,1,0,1,1
2061712,0,1,1,0,0,0,0,0,1,1,0
1226530,1,1,1,0,0,0,0,0,0,0,0
3021872,0,0,1,0,0,0,0,0,0,0,0
1336768,0,0,1,1,0,0,0,0,0,0,0
2738261,1,1,0,1,0,1,1,1,1,1,1
1938568,1,0,0,0,0,0,1,0,1,0,1
2185637,0,0,0,0,0,0,0,1,0,0,0
342449,0,0,0,0,0,0,0,0,1,0,0
886310,0,1,1,0,0,0,1,1,1,1,1
1203508,0,0,0,0,0,0,1,0,0,0,1
1175211,1,1,1,1,1,0,1,0,0,1,0
777776,0,1,1,1,0,1,0,0,0,0,0
267258,1,0,0,0,0,0,1,1,1,1,1
833121,0,0,0,0,0,0,0,0,0,0,1
2782955,1,0,0,1,0,0,0,0,0,1,0
3143593,0,0,0,0,0,0,1,0,0,0,1
2794924,0,0,1,1,0,1,0,0,1,0,1
401477,0,0,0,0,0,1,0,0,0,1,0
2156244,0,0,1,0,0,0,0,0,0,0,0
189488,0,1,0,0,0,0,0,0,0,1,0
1053294,1,0,0,0,0,0,0,0,0,0,0
1025356,1,0,0,0,0,0,0,0,0,1,0
479838,0,0,0,0,0,0,0,0,0,0,1
2847716,0,0,0,0,0,0,0,0,1,1,0
341266,1,0,0,0,0,0,0,0,1,0,0
1803895,0,0,0,1,0,0,0,0,0,0,0
3025653,0,1,1,1,0,1,0,1,0,1,1
2195473,0,1,0,0,0,1,0,0,0,1,0
1096769,0,1,0,0,0,0,0,0,0,1,0
1779009,0,1,0,0,0,0,0,0,0,0,0
2947979,0,1,0,0,0,0,0,0,0,0,1
1036735,1,0,1,0,0,1,0,0,0,0,0
3234481,1,0,0,1,1,1,1,1,0,1,0
3020018,0,0,0,1,1,1,1,1,0,1,1
1078572,1,1,0,0,0,1,0,1,0,0,0
2741757,1,0,1,1,0,1,0,1,0,1,0
416495,0,1,0,0,0,0,1,1,0,1,0
3112926,1,1,0,0,0,1,0,0,0,0,0
36054,0,0,1,1,0,0,1,0,1,1,1
30028,0,0,0,0,0,0,1,0,0,0,0
1979334,1,1,0,0,1,0,0,0,1,1,1
1832357,0,1,0,0,0,1,0,0,0,1,0
2142843,0,1,0,0,0,0,0,0,1,0,0
1743174,0,0,0,1,0,0,0,0,1,0,1
1500390,0,0,0,1,0,0,0,0,0,0,1
2103742,1,0,0,1,0,0,1,0,1,0,0
1700468,0,1,0,1,0,0,0,0,1,1,0
2525908,0,1,1,1,0,0,1,0,0,0,0
395807,1,0,0,0,0,0,1,0,0,0,0
3034796,0,0,0,0,0,0,0,0,0,0,1
2274944,0,1,1,1,0,1,0,0,0,0,0
2974273,0,0,0,0,0,0,0,1,0,0,0
1129754,1,1,0,0,0,0,0,1,1,1,0
2327415,0,0,1,1,0,1,0,0,0,1,0
842262,1,0,1,1,0,1,0,1,0,0,1
2155126,0,0,0,0,0,1,0,0,0,0,0
1311949,0,0,0,1,0,1,0,0,0,0,0
868427,0,1,1,1,0,1,0,1,0,1,1
887291,0,1,0,0,0,0,0,0,1,1,0
110988,0,0,0,1,0,0,0,1,0,1,0
1061991,1,0,0,0,1,1,1,0,0,0,0
1906466,1,0,0,1,0,1,1,0,1,0,0
1704968,1,0,0,1,1,0,0,1,0,0,1
2002606,0,0,0,0,0,0,0,0,1,0,1
217070,0,1,1,0,0,0,0,0,1,1,1
460059,0,0,0,0,0,0,0,0,0,0,1
2706483,0,0,0,0,0,0,0,0,1,0,0
876183,0,0,1,1,0,1,0,0,0,0,0
215753,1,0,0,0,0,0,0,0,0,0,1
684220,0,1,0,0,0,0,0,1,0,0,0
2135217,0,1,0,0,0,1,0,1,0,0,0
173262,0,0,1,1,0,0,0,0,0,1,1
2613452,0,0,0,1,0,0,0,0,0,0,1
2524331,1,0,0,0,0,0,0,1,0,0,0
932184,0,1,0,0,0,1,0,0,1,0,0
1789590,0,0,0,0,0,0,1,0,0,0,0
2348980,1,1,0,0,0,1,0,0,0,0,0
1859205,0,1,0,0,0,0,1,0,1,1,1
2824242,1,1,1,0,0,1,0,0,1,1,0
756230,1,0,0,0,0,0,0,1,1,0,1
178053,0,0,1,1,1,1,1,1,0,0,1
1833197,0,0,0,0,0,0,0,0,1,0,0
2414522,0,0,0,1,0,0,0,0,0,1,0
163798,0,1,0,0,0,0,0,0,0,1,1
1784452,0,0,1,1,0,0,1,0,1,0,0
2128009,0,0,0,0,0,1,0,0,0,0,0
1429115,0,0,0,0,1,1,1,0,0,0,1
457125,1,1,0,0,0,0,1,0,0,0,0
1272764,1,0,0,0,1,1,1,0,0,0,0
1229769,0,0,0,1,0,0,0,0,0,0,0
277550,1,0,1,1,0,1,0,0,1,0,0
1969398,0,0,0,0,0,0,0,0,0,0,1
513570,0,0,0,0,0,0,0,1,0,0,0
2610865,0,1,1,1,0,0,0,0,0,0,1
2125181,0,0,0,1,0,0,0,0,0,1,0
2855299,0,1,0,0,0,1,0,0,0,0,0
125577,0,0,0,0,0,0,0,0,0,1,0
3205789,0,0,0,1,0,0,0,0,0,0,0
128540,0,1,1,1,0,1,1,0,0,0,0
846937,0,1,0,0,0,0,1,0,0,1,0
1523711,0,0,0,1,0,1,0,0,0,1,0
1364042,0,1,1,1,1,1,0,1,0,1,0
1590084,0,0,0,0,0,0,0,0,1,0,0
1751415,0,1,1,1,0,1,1,0,0,0,0
1416417,1,0,0,0,0,0,0,0,0,0,1
770254,0,0,1,1,0,1,0,0,0,1,0
1355943,1,0,0,0,0,0,0,0,1,0,1
2814237,0,0,0,0,0,0,0,1,0,0,0
2317155,0,0,0,0,0,1,0,0,0,1,0
1088052,0,0,0,1,0,1,0,0,0,0,0
3177356,0,1,0,0,0,0,0,0,1,0,0
1041547,1,0,1,0,0,1,0,1,1,1,0
722771,0,0,0,1,0,0,0,1,0,0,1
1726641,0,0,1,1,0,1,0,1,1,0,1
1387562,0,0,0,0,0,0,1,0,1,0,1
2797991,0,0,1,1,0,1,0,0,1,0,0
2875582,1,1,1,1,1,1,1,0,1,1,1
27432,0,0,1,1,0,1,0,1,0,0,0
1517126,0,0,0,0,0,0,0,1,0,0,1
2824215,0,0,1,1,0,0,0,0,0,0,0
2504773,1,1,0,0,0,0,0,0,1,0,0
2782630,0,0,1,1,0,1,0,0,0,0,0
2688643,0,0,0,0,0,0,1,0,0,0,0
479839,0,1,0,0,0,0,0,0,1,0,1
536270,0,1,1,1,1,1,0,1,1,0,1
42105,0,0,0,0,0,0,1,0,1,0,1
1757358,1,0,0,0,1,1,1,0,0,0,0
2079838,0,0,1,0,0,0,0,0,1,0,1
2445839,0,0,0,0,0,0,0,1,0,0,0
2457045,1,0,0,0,0,0,0,0,0,1,1
2318841,1,0,0,1,0,1,0,0,0,0,0
231502,0,0,1,1,0,1,0,1,0,0,0
1000310,1,1,1,1,0,1,0,1,1,0,1
2382195,0,0,0,1,0,0,0,0,1,0,0
593892,0,0,0,0,0,1,0,0,0,0,0
2024408,0,1,0,0,0,0,0,0,1,1,0
2255609,1,0,1,1,0,1,1,0,0,0,0
30068,0,0,1,0,1,0,0,0,0,1,1
1303615,0,0,1,1,0,1,1,0,0,0,0
627707,0,0,0,0,0,0,0,0,0,0,1
1594264,0,1,0,0,0,1,0,0,1,0,0
1706953,0,0,0,0,0,0,1,0,0,0,1
856269,0,1,1,1,0,1,0,0,1,0,0
136455,0,1,0,0,0,1,1,1,1,0,1
213279,1,0,0,0,0,0,0,0,0,1,0
2917658,0,1,0,0,0,0,0,0,0,1,0
933068,0,0,1,1,0,0,0,0,0,0,0
328939,0,1,0,0,0,0,1,0,0,1,0
795978,0,0,0,1,0,1,0,0,1,0,1
449841,0,0,0,0,0,0,1,0,0,0,1
2386817,0,0,0,1,0,0,0,0,1,0,0
2964556,0,1,0,1,0,1,0,0,0,0,0
1972000,0,0,0,0,0,0,0,1,0,0,0
1685300,0,0,0,0,1,0,0,0,0,1,0
2906799,0,1,0,0,0,0,0,1,0,1,0
1956884,0,0,0,0,0,0,0,1,0,0,0
2779044,0,1,0,0,0,1,0,0,0,0,0
2392062,0,1,0,0,1,1,1,0,1,1,1
2005810,1,0,1,1,0,1,0,0,0,0,0
2036584,1,1,0,0,0,0,0,1,0,1,1
3090804,0,0,1,0,0,0,0,0,0,0,0
1482837,0,1,1,1,1,0,1,1,0,0,0
369501,0,0,1,0,0,0,0,0,1,0,1
464303,0,0,1,0,0,0,0,0,0,1,0
3209872,1,0,1,1,1,1,0,0,1,0,1
2461373,0,0,1,0,0,1,0,1,1,0,0
2989522,1,1,0,0,0,1,0,1,0,1,1
153074,0,1,1,1,0,1,0,0,1,0,0
1305532,0,1,1,1,0,1,0,0,0,0,0
2455550,0,1,1,1,0,0,1,1,1,0,0
66869,0,0,0,0,0,0,1,0,1,0,1
688889,0,0,1,0,0,1,0,0,0,1,0
1436351,0,1,0,0,1,1,0,0,0,1,0
1790240,1,1,0,0,1,1,0,1,1,1,1
1851031,1,1,0,0,0,0,0,0,1,1,1
1165438,0,0,0,0,0,0,0,0,0,0,1
1966382,0,1,0,0,0,0,0,1,0,1,0
1763351,1,0,1,0,0,1,1,0,1,0,1
2207463,0,1,1,0,0,1,0,1,0,0,1
662291,0,0,1,0,0,0,0,0,0,1,1
3081213,0,1,1,1,0,0,1,0,1,1,1
386445,0,0,1,0,0,1,0,0,0,0,0
1458606,1,1,0,0,0,1,0,0,1,0,1
1326811,0,0,0,0,0,0,1,0,1,0,1
111479,0,0,0,1,0,0,0,0,0,0,0
561962,0,1,0,0,0,0,1,0,0,1,0
1333803,0,1,0,0,0,0,0,0,0,1,0
427903,0,1,1,0,0,0,0,1,0,0,0
2978022,0,0,0,0,0,0,0,1,0,0,0
2747321,1,1,0,0,0,1,0,0,0,0,0
2205028,0,0,1,1,0,1,0,0,0,0,1
1148600,0,1,0,0,0,0,0,0,1,1,0
2619603,1,1,0,0,0,0,1,0,0,1,0
512270,0,1,0,0,0,1,0,0,0,0,0
2787935,0,0,0,1,0,0,0,0,0,0,0
1127864,0,0,0,0,0,0,1,0,1,0,0
135628,0,0,1,1,0,1,0,0,1,1,1
273749,0,0,0,0,0,0,0,0,0,0,1
2096125,1,0,0,0,0,0,0,1,1,0,1
3117965,0,0,0,1,0,0,0,0,1,0,0
1229110,1,1,1,0,0,1,0,0,0,1,0
1470431,0,0,0,0,0,0,1,0,1,1,1
1592724,0,1,1,0,0,0,0,0,0,1,0
2375699,0,1,0,0,0,0,1,1,0,1,0
632417,0,0,1,1,1,1,0,0,0,0,0
55356,0,1,0,0,0,1,0,1,0,0,0
2558922,0,0,1,0,0,1,0,0,0,0,0
2222368,1,0,0,0,0,1,0,0,1,0,0
482668,0,0,0,1,0,1,0,0,0,0,0
1047480,0,0,1,0,0,0,0,0,0,1,0
2379066,1,1,0,0,0,0,0,0,1,0,0
801236,1,0,0,0,0,0,0,0,0,1,0
1111661,1,1,0,0,0,1,0,1,0,0,0
2705628,1,1,0,0,0,0,0,0,0,0,0
1309439,0,0,0,0,0,0,0,0,1,1,1
1862927,0,0,1,1,0,1,0,0,0,0,1
150642,0,0,1,0,0,0,0,0,1,0,0
965406,0,1,0,0,0,0,0,1,1,1,1
52067,0,1,0,0,0,0,0,0,0,1,0
619969,0,0,0,1,0,0,0,0,0,1,0
132356,0,1,1,1,0,1,0,0,0,0,0
1726147,0,1,1,1,0,1,0,0,0,0,1
1770276,0,0,1,0,0,0,0,1,0,0,0
1660926,0,0,0,1,0,0,0,0,0,0,0
2336045,1,0,1,0,0,0,1,1,0,1,0
1155171,0,0,0,0,0,0,0,0,0,0,1
2594717,0,0,0,0,0,0,1,0,1,0,0
2109310,0,1,1,1,0,1,0,0,0,0,0
1274327,1,1,0,0,0,0,1,1,0,0,1
2240779,1,0,1,0,0,0,0,0,0,0,0
779317,0,1,0,0,0,1,0,0,1,0,0
2576647,0,1,0,0,0,1,1,1,0,1,0
681889,0,0,0,1,0,0,0,0,0,0,0
1041592,0,0,0,0,0,0,1,0,0,0,0
333856,1,0,0,0,0,0,0,0,1,0,0
805466,0,0,0,0,0,0,1,0,1,0,0
588956,0,0,0,1,0,0,0,0,0,0,0
1468445,0,0,0,1,0,0,0,0,0,0,1
90056,1,0,1,1,0,0,1,0,1,0,1
849552,1,1,0,0,0,1,0,1,0,1,1
1073705,0,0,0,1,0,0,0,0,0,0,0
1414041,0,1,0,0,0,0,0,0,0,1,0
2780812,0,1,0,0,0,1,0,0,0,1,0
1532736,0,0,0,0,0,0,0,0,1,0,0
680523,0,0,0,1,0,0,1,0,1,0,0
2200308,0,0,0,0,0,0,0,1,0,1,1
3043749,0,0,1,1,0,1,0,0,1,0,0
2165926,0,0,0,1,0,0,0,0,0,0,0
2072979,0,0,0,0,0,0,1,0,1,0,1
2406198,1,0,0,1,0,0,0,0,0,0,0
480387,0,1,1,0,0,0,0,0,1,1,0
783852,0,1,0,0,0,0,0,0,1,1,0
2153647,1,1,0,1,1,1,0,1,0,1,0
1640388,0,1,1,1,0,1,1,0,0,0,0
312154,1,0,0,0,0,0,1,0,0,0,0
864937,0,1,0,0,1,0,0,0,0,0,0
2651253,0,0,1,1,0,1,0,0,0,1,0
2750468,0,1,0,0,0,0,0,0,0,1,0
2709366,0,0,0,0,0,0,0,0,1,0,1
1739621,0,0,1,0,0,0,0,0,1,0,0
2705226,0,0,0,0,0,0,1,0,0,0,0
494871,0,0,1,0,0,1,0,0,1,0,1
2749003,0,1,0,0,0,0,0,0,0,0,0
803654,0,1,0,0,0,0,0,0,0,0,0
3163703,0,0,0,1,0,0,0,0,0,0,0
3247359,1,1,1,0,0,0,0,0,1,0,1
744898,0,1,0,1,1,0,1,1,0,0,0
1284806,0,0,1,1,0,1,0,1,0,0,0
1217642,0,1,1,0,1,1,0,1,0,0,0
2634974,1,0,1,1,0,1,0,1,0,1,1
386866,0,0,0,1,0,0,0,0,0,0,1
2782008,0,0,0,0,0,0,0,0,0,0,1
597645,1,1,0,1,1,0,0,0,0,1,0
1064993,0,0,0,0,0,1,0,0,0,0,0
2559526,0,0,0,1,0,0,1,1,0,1,0
361568,1,1,1,0,0,1,0,0,0,1,0
1791812,0,0,0,1,0,0,0,0,0,0,1
1059727,1,0,0,0,0,0,0,0,0,0,1
2272507,1,0,1,1,0,1,0,1,0,0,0
2796172,0,1,0,0,0,0,1,0,0,1,0
392075,1,0,1,0,0,1,0,1,1,0,1
2397783,1,0,0,0,0,0,1,0,0,0,0
2182001,1,1,0,0,0,0,0,0,0,1,0
510744,1,0,0,0,0,0,0,0,0,0,0
3068996,0,1,0,1,0,0,0,1,0,1,0
1640164,0,1,0,0,0,1,0,0,0,0,0
2433838,0,0,1,1,0,1,0,1,0,0,1
2956273,0,1,0,0,0,1,1,0,0,1,0
1638434,1,0,0,0,0,1,1,0,0,0,0
2151449,0,0,0,0,0,0,1,0,0,0,0
435031,0,1,1,0,0,1,0,0,0,1,0
1076734,0,1,0,0,0,1,0,0,0,1,1
2498624,1,0,0,0,0,0,0,1,1,0,0
2685891,1,0,0,0,0,0,0,0,0,1,0
1799948,1,1,0,1,0,1,0,0,0,0,0
832938,0,0,1,1,0,1,1,0,0,0,0
2762332,0,1,0,0,0,0,0,0,0,1,1
2320335,1,0,0,0,0,0,0,0,1,0,0
570912,0,0,1,1,0,1,0,0,1,0,0
2878701,0,1,0,0,0,1,1,1,0,0,1
987925,1,0,0,0,0,0,0,1,1,0,1
2597787,1,1,0,0,1,0,0,0,1,0,0
2846108,0,1,0,0,1,0,0,0,0,1,0
1393980,0,0,0,0,0,1,1,1,0,0,1
876237,0,0,0,1,0,0,0,0,0,1,0
840443,0,0,0,0,0,0,0,0,1,0,1
136701,0,0,0,0,1,1,0,0,0,0,0
1467802,0,0,1,1,0,0,0,0,0,1,0
2531749,0,1,0,0,0,0,1,0,0,0,0
2315853,1,0,0,0,0,0,0,0,0,0,0
2423838,0,0,0,0,0,0,1,0,0,0,0
2660674,0,0,0,0,0,1,0,0,1,0,1
1779101,0,0,1,1,0,1,0,0,0,0,0
3213735,1,0,1,0,0,0,0,0,0,0,0
1364292,1,0,1,0,0,0,0,0,0,0,1
1652665,0,0,0,0,0,1,0,0,0,1,0
3235360,0,1,0,1,0,1,0,0,0,0,0
3248224,1,0,0,0,0,1,1,0,0,0,0
2718999,1,0,0,0,0,0,0,0,0,1,1
2820324,0,0,0,0,0,1,1,1,0,1,1
3053010,0,0,0,0,0,0,0,0,0,0,1
3029266,1,1,1,1,1,0,1,1,0,1,1
1955200,0,0,0,0,0,0,1,0,0,0,0
824571,0,1,0,1,0,0,0,0,0,1,0
1303210,0,0,0,0,0,1,1,1,0,0,1
663424,1,0,0,0,1,0,1,0,0,1,0
